Lyric,Song,Track Number,Album,Sad ,Mad,Scared,Peaceful,Powerful,Joyful
"What you been up to, my baby?",How to Disappear,8,NFR!,0,0,0,0,0,1
Haven't seen you 'round here lately,How to Disappear,8,NFR!,1,0,0,0,0,0
"All of the guys tell me lies, but you don't",How to Disappear,8,NFR!,0,1,0,0,0,1
You just crack another beer,How to Disappear,8,NFR!,0,0,0,0,0,0
And pretend that you're still here,How to Disappear,8,NFR!,0,0,0,1,0,0
This is how to disappear,How to Disappear,8,NFR!,1,0,0,0,0,0
This is how to disappear,How to Disappear,8,NFR!,1,0,0,0,0,0
Joe met me down at the training yard,How to Disappear,8,NFR!,0,0,0,0,0,0
Cuts on his face 'cause he fought too hard,How to Disappear,8,NFR!,0,0,1,0,0,0
I know he's in over his head,How to Disappear,8,NFR!,0,0,1,0,0,0
But I love that man like nobody can,How to Disappear,8,NFR!,0,0,0,0,0,1
He moves mountains and pounds them to ground again,How to Disappear,8,NFR!,0,0,0,0,1,0
I watched the guys getting high as they fight,How to Disappear,8,NFR!,0,1,0,0,0,1
For the things that they hold dear,How to Disappear,8,NFR!,0,0,0,1,0,0
To forget the things they fear,How to Disappear,8,NFR!,0,0,1,0,0,0
This is how to disappear,How to Disappear,8,NFR!,1,0,0,0,0,0
This is how to disappear,How to Disappear,8,NFR!,1,0,0,0,0,0
Now it's been years since I left New York,How to Disappear,8,NFR!,1,0,0,0,0,0
I've got a kid and two cats in the yard,How to Disappear,8,NFR!,0,0,0,0,0,0
The California sun and the movie stars,How to Disappear,8,NFR!,0,0,0,0,0,0
"I watch the skies getting light as I write, as I",How to Disappear,8,NFR!,0,0,0,1,0,0
Think about those years,How to Disappear,8,NFR!,0,0,0,1,0,0
As I whisper in your ear,How to Disappear,8,NFR!,0,0,0,0,0,0
I'm always going to be right here,How to Disappear,8,NFR!,0,0,0,1,0,0
No one's going anywhere,How to Disappear,8,NFR!,0,0,0,1,0,0
You don't ever have to be stronger than you really are,California,9,NFR!,1,0,0,0,1,0
"When you're lying in my arms, baby",California,9,NFR!,0,0,0,0,0,1
You don't ever have to go faster than your fastest pace,California,9,NFR!,1,0,0,0,1,0
Or faster than my fastest cars,California,9,NFR!,0,0,0,0,0,0
"I shouldn't have done it, but I read it in your letter",California,9,NFR!,0,0,1,0,0,0
You said to a friend that you wish you were doing better,California,9,NFR!,1,0,0,0,0,0
"I wanted to reach out, but I never said a thing",California,9,NFR!,1,0,0,0,0,0
"I shouldn't have done it, but I read it in your letter",California,9,NFR!,0,0,1,0,0,0
You said to a friend that you wish you were doing better,California,9,NFR!,1,0,0,0,0,0
"I wanted to call you, but I didn't say a thing",California,9,NFR!,1,0,0,0,0,0
"Two, three, four",California,9,NFR!,0,0,0,0,0,0
"Oh, I'll pick you up",California,9,NFR!,0,0,0,0,0,0
"If you come back to America, just hit me up",California,9,NFR!,0,0,0,0,0,1
"'Cause this is crazy love, I'll catch you on the flip side",California,9,NFR!,0,1,0,0,0,1
"If you come back to California, you should just hit me up",California,9,NFR!,0,0,0,0,0,1
"We'll do whatever you want, travel wherever how far",California,9,NFR!,0,0,0,0,0,1
We'll hit up all the old places,California,9,NFR!,0,0,0,0,0,1
"We'll have a party, we'll dance 'til dawn",California,9,NFR!,0,0,0,0,0,1
I'll pick up all of your Vogues and all of your Rolling Stones,California,9,NFR!,0,0,0,0,0,1
Your favorite liquor off the top shelf,California,9,NFR!,0,0,0,0,0,1
I'll throw a party all night long,California,9,NFR!,0,0,0,0,0,1
You don't ever have to be stronger than you really are,California,9,NFR!,1,0,1,0,0,0
"When you're lying in my arms, and, honey",California,9,NFR!,0,0,0,0,0,1
You don't ever have to act cooler than you think you should,California,9,NFR!,1,0,1,0,0,0
You're brighter than the brightest stars,California,9,NFR!,0,0,0,0,1,0
"You're scared to win, scared to lose",California,9,NFR!,0,0,1,0,0,0
I've heard the war was over if you really choose,California,9,NFR!,0,0,0,0,1,0
The one in and around you,California,9,NFR!,0,0,0,0,0,0
"You hate the heat, you got the blues",California,9,NFR!,1,1,0,0,0,0
"Changing like the weather, oh, that's so like you",California,9,NFR!,1,0,0,0,0,0
"The Santa Ana moves you (two, three, four)",California,9,NFR!,0,0,0,0,0,0
"Oh, I'll pick you up",California,9,NFR!,0,0,0,0,0,0
"If you come back to America, just hit me up",California,9,NFR!,0,0,0,0,0,1
"'Cause this is crazy love, I'll catch you on the flip side",California,9,NFR!,0,0,0,0,0,1
"If you come back to California, you should just hit me up",California,9,NFR!,0,0,0,0,0,1
"We'll do whatever you want, travel wherever how far",California,9,NFR!,0,0,0,0,0,1
We'll hit up all the old places,California,9,NFR!,0,0,0,0,0,1
"We'll have a party, we'll dance 'til dawn",California,9,NFR!,0,0,0,0,0,1
I'll pick up all of your Vogues and all of your Rolling Stones,California,9,NFR!,0,0,0,0,0,1
Your favorite liquor off the top shelf,California,9,NFR!,0,0,0,0,0,1
I'll throw a party all night long,California,9,NFR!,0,0,0,0,0,1
"Oh, I'll pick you up",California,9,NFR!,0,0,0,0,0,0
"If you come back to America, just hit me up",California,9,NFR!,0,0,0,0,0,1
"'Cause this is crazy love, I'll catch you on the flip side",California,9,NFR!,0,1,0,0,0,1
"If you come back to California, you should just hit me up",California,9,NFR!,0,0,0,0,0,1
My baby used to dance underneath my architecture,The Next Best American Record,10,NFR!,0,0,0,0,0,1
"To the Houses of the Holy, smokin' on them cigarettes",The Next Best American Record,10,NFR!,0,0,0,0,0,0
My baby used to dance underneath my architecture,The Next Best American Record,10,NFR!,0,0,0,0,0,1
He was cool as heck,The Next Best American Record,10,NFR!,0,0,0,1,0,0
He was cool as heck,The Next Best American Record,10,NFR!,0,0,0,1,0,0
And we were so obsessed with writing the next best American record,The Next Best American Record,10,NFR!,0,1,0,0,0,0
That we give all we had 'til the time we got to bed,The Next Best American Record,10,NFR!,0,0,0,0,0,0
'Cause we knew we could,The Next Best American Record,10,NFR!,0,0,0,0,1,0
We were so obsessed with writing the next best American record,The Next Best American Record,10,NFR!,0,1,0,0,0,0
'Cause we were just that good,The Next Best American Record,10,NFR!,0,0,0,0,1,0
It was just that good,The Next Best American Record,10,NFR!,0,0,0,0,1,0
Whatever's on tonight,The Next Best American Record,10,NFR!,0,0,0,0,0,0
I just wanna party with you,The Next Best American Record,10,NFR!,0,0,0,0,0,1
Topanga's hot tonight,The Next Best American Record,10,NFR!,0,0,0,0,0,0
I'm takin' off my bathing suit,The Next Best American Record,10,NFR!,0,0,0,0,0,0
You made me feel like...,The Next Best American Record,10,NFR!,0,0,0,0,0,0
There's somethin' that I never knew?,The Next Best American Record,10,NFR!,0,0,0,0,1,0
I wanted,The Next Best American Record,10,NFR!,0,0,0,0,0,0
My baby used to dance underneath my architecture,The Next Best American Record,10,NFR!,0,0,0,0,0,1
"He was '70s in spirit, '90s in his frame of mind",The Next Best American Record,10,NFR!,0,0,0,0,1,0
My baby used to dance underneath my architecture,The Next Best American Record,10,NFR!,0,0,0,0,0,1
We lost track of space,The Next Best American Record,10,NFR!,0,0,1,0,0,0
We lost track of time,The Next Best American Record,10,NFR!,0,0,1,0,0,0
And we were so obsessed with writing the next best American record,The Next Best American Record,10,NFR!,0,1,0,0,0,0
That we give all we had 'til the time we got to bed,The Next Best American Record,10,NFR!,0,0,0,0,0,0
'Cause we knew we could,The Next Best American Record,10,NFR!,0,0,0,0,1,0
We were so obsessed with writing the next best American record,The Next Best American Record,10,NFR!,0,1,0,0,0,0
'Cause we were just that good,The Next Best American Record,10,NFR!,0,0,0,0,1,0
It was just that good,The Next Best American Record,10,NFR!,0,0,0,0,1,0
Whatever's on tonight,The Next Best American Record,10,NFR!,0,0,0,0,0,0
I just wanna party with you,The Next Best American Record,10,NFR!,0,0,0,0,0,1
Topanga's hot tonight,The Next Best American Record,10,NFR!,0,0,0,0,0,0
I'm takin' off my bathing suit,The Next Best American Record,10,NFR!,0,0,0,0,0,0
You made me feel like...,The Next Best American Record,10,NFR!,0,0,0,0,0,0
There's somethin' that I never knew?,The Next Best American Record,10,NFR!,0,0,0,0,1,0
I wanted,The Next Best American Record,10,NFR!,0,0,0,0,0,1
We play the Eagles down in Malibu,The Next Best American Record,10,NFR!,0,0,0,0,0,0
And I want it,The Next Best American Record,10,NFR!,0,0,0,0,0,1
It's you—all the roads lead to you,The Next Best American Record,10,NFR!,0,0,0,1,0,0
Everything I want and do,The Next Best American Record,10,NFR!,0,0,0,0,0,1
All the things that I say,The Next Best American Record,10,NFR!,0,0,0,0,0,0
It's true—all the roads lead to you,The Next Best American Record,10,NFR!,0,0,0,1,0,0
Like the 405 I drive through,The Next Best American Record,10,NFR!,0,0,0,0,0,0
Every night and every day,The Next Best American Record,10,NFR!,0,0,0,0,0,0
I see you for who you really are,The Next Best American Record,10,NFR!,0,0,0,1,0,0
Why the thousands of girls love,The Next Best American Record,10,NFR!,0,0,0,0,0,0
The way Bill plays guitar,The Next Best American Record,10,NFR!,0,0,0,0,0,0
Whatever's on tonight,The Next Best American Record,10,NFR!,0,0,0,0,0,0
I just wanna party with you,The Next Best American Record,10,NFR!,0,0,0,0,0,1
Topanga's hot tonight,The Next Best American Record,10,NFR!,0,0,0,0,0,0
I'm takin' off my bathing suit,The Next Best American Record,10,NFR!,0,0,0,0,0,0
You made me feel like...,The Next Best American Record,10,NFR!,0,0,0,0,0,0
There's somethin' that I never knew?,The Next Best American Record,10,NFR!,0,0,0,0,1,0
I wanted,The Next Best American Record,10,NFR!,0,0,0,0,0,1
We play the Eagles down in Malibu,The Next Best American Record,10,NFR!,0,0,0,0,0,0
And I want it,The Next Best American Record,10,NFR!,0,0,0,0,0,1
There's somethin' that I never knew?,The Next Best American Record,10,NFR!,0,0,0,0,0,0
I wanted,The Next Best American Record,10,NFR!,0,0,0,0,0,1
"I miss Long Beach and I miss you, babe",The Greatest,11,NFR!,1,0,0,0,0,0
I miss dancin' with you the most of all,The Greatest,11,NFR!,1,0,0,0,0,0
I miss the bar where the Beach Boys would go,The Greatest,11,NFR!,1,0,0,0,0,0
Dennis's last stop before Kokomo,The Greatest,11,NFR!,0,0,0,0,0,0
Those nights were on fire,The Greatest,11,NFR!,0,0,0,0,0,1
We couldn't get higher,The Greatest,11,NFR!,0,0,0,0,0,1
We didn't know that we had it all,The Greatest,11,NFR!,0,0,0,1,0,0
But nobody warns you before the fall,The Greatest,11,NFR!,0,0,1,0,0,0
And I'm wasted,The Greatest,11,NFR!,1,0,0,0,0,0
"Don't leave, I just need a wake-up call",The Greatest,11,NFR!,1,0,1,0,0,0
I'm facin' the greatest,The Greatest,11,NFR!,0,0,1,0,0,0
The greatest loss of them all,The Greatest,11,NFR!,0,0,1,0,0,0
The culture is lit and I had a ball,The Greatest,11,NFR!,0,0,0,0,0,1
I guess I'm signin' off after all,The Greatest,11,NFR!,1,0,0,0,0,0
I miss New York and I miss the music,The Greatest,11,NFR!,1,0,0,0,0,0
"Me and my friends, we miss rock 'n' roll",The Greatest,11,NFR!,1,0,0,0,0,0
I want shit to feel just like it used to,The Greatest,11,NFR!,1,0,0,0,0,0
"And, baby, I was doin' nothin' the most of all",The Greatest,11,NFR!,1,0,0,0,0,0
"The culture is lit and if this is it, I had a ball",The Greatest,11,NFR!,0,0,0,1,0,0
I guess that I'm burned out after all,The Greatest,11,NFR!,1,0,0,0,0,0
I'm wasted,The Greatest,11,NFR!,1,0,0,0,0,0
"Don't leave, I just need a wake-up call",The Greatest,11,NFR!,1,0,1,0,0,0
I'm facin' the greatest,The Greatest,11,NFR!,0,0,1,0,0,0
The greatest loss of them all,The Greatest,11,NFR!,0,0,1,0,0,0
The culture is lit and I had a ball,The Greatest,11,NFR!,0,0,0,0,0,1
I guess that I'm burned out after all,The Greatest,11,NFR!,1,0,0,0,0,0
"If this is it, I'm signin' off",The Greatest,11,NFR!,1,0,0,0,0,0
"Miss doin' nothin', the most of all",The Greatest,11,NFR!,1,0,0,0,0,0
Hawaii just missed a fireball,The Greatest,11,NFR!,0,0,1,0,0,0
"L.A. is in flames, it's gettin' hot",The Greatest,11,NFR!,0,0,1,0,0,0
Kanye West is blond and gone,The Greatest,11,NFR!,0,0,0,0,0,0
"""Life on Mars"" ain't just a song",The Greatest,11,NFR!,0,0,1,0,0,0
"Oh, the livestream's almost on",The Greatest,11,NFR!,0,0,0,0,0,0
All the ladies of the canyon,Bartender,12,NFR!,0,0,0,0,0,0
Wearin' black to the house parties,Bartender,12,NFR!,0,0,0,0,0,0
"Crosby, Stills and Nash is playin'",Bartender,12,NFR!,0,0,0,0,0,0
Wine is flowin' with Bacardi,Bartender,12,NFR!,0,0,0,0,0,0
But sometimes girls just want to have fun,Bartender,12,NFR!,0,0,0,0,0,1
The poetry inside of me is warm like a gun,Bartender,12,NFR!,0,0,0,0,1,0
I bought me a truck in the middle of the night,Bartender,12,NFR!,0,0,0,0,0,0
It'll buy me a year if I play my cards right,Bartender,12,NFR!,0,0,1,0,0,0
Photo free exits from baby's bedside,Bartender,12,NFR!,0,0,0,0,0,0
'Cause they don't yet know what car I drive,Bartender,12,NFR!,0,0,0,0,1,0
I'm just tryna keep my love alive,Bartender,12,NFR!,0,0,1,0,0,0
"With my bartender, hold me all night",Bartender,12,NFR!,1,0,0,0,0,0
"Bartender, our love's alive",Bartender,12,NFR!,0,0,0,0,0,1
"Baby, remember, I'm not drinkin' wine",Bartender,12,NFR!,0,0,0,1,0,0
But that Cherry Coke you serve is fine,Bartender,12,NFR!,0,0,0,1,0,0
And our love's sweet enough on the vine,Bartender,12,NFR!,0,0,0,0,0,1
Bartender,Bartender,12,NFR!,0,0,0,0,0,0
Bar-t-t-tender,Bartender,12,NFR!,0,0,0,0,0,0
All the ladies of the canyon,Bartender,12,NFR!,0,0,0,0,0,0
Wearin' white for their tea parties,Bartender,12,NFR!,0,0,0,0,0,0
Playing games of levitation,Bartender,12,NFR!,0,0,0,0,0,1
Meditatin' in the garden,Bartender,12,NFR!,0,0,0,1,0,0
And I love the little games that we play,Bartender,12,NFR!,0,0,0,0,0,1
From the valley to the beach,Bartender,12,NFR!,0,0,0,0,0,0
And when at last the day is done,Bartender,12,NFR!,0,0,0,0,0,0
I grab my keys,Bartender,12,NFR!,0,0,0,0,0,0
I bought me a truck in the middle of the night,Bartender,12,NFR!,0,0,0,0,1,0
It'll buy me a year if I play my cards right,Bartender,12,NFR!,0,0,1,0,0,0
Photo free exits from baby's bedside,Bartender,12,NFR!,0,0,0,0,0,0
'Cause they don't yet know what car I drive,Bartender,12,NFR!,0,0,0,0,1,0
I'm just tryna keep my love alive,Bartender,12,NFR!,0,0,1,0,0,0
"With my bartender, hold me all night",Bartender,12,NFR!,1,0,0,0,0,0
"Bartender, our love's alive",Bartender,12,NFR!,0,0,0,0,0,1
"Baby, remember, I'm not drinkin' wine",Bartender,12,NFR!,0,0,0,1,0,0
But that Cherry Coke you serve is fine,Bartender,12,NFR!,0,0,0,1,0,0
And our love's sweet enough on the vine,Bartender,12,NFR!,0,0,0,0,0,0
"Bar-t-t-tender, bar-t-t-tender",Bartender,12,NFR!,0,0,0,0,0,0
"Bar-t-t-tender, ha, ha, ha, ha",Bartender,12,NFR!,0,0,0,0,0,0
I bought me a truck in the middle of the night,Bartender,12,NFR!,0,0,0,0,1,0
60 MPH on PCH drive,Bartender,12,NFR!,0,0,0,0,0,0
Head to Long Beach to Newport by your side,Bartender,12,NFR!,0,0,0,0,0,0
As they don't yet know where I reside,Bartender,12,NFR!,0,0,0,1,0,0
60 miles from the last place I hide,Bartender,12,NFR!,0,0,1,0,0,0
"With my bar-t-t-tender, hold me all night",Bartender,12,NFR!,1,0,0,0,0,0
"Bar-t-t-tender, keep love alive",Bartender,12,NFR!,0,0,0,0,0,0
Bar-t-t-tender,Bartender,12,NFR!,0,0,0,0,0,0
Do you want me or do you not?,Happiness Is A Butterfly,13,NFR!,1,0,0,0,0,0
"I heard one thing, now I'm hearing another",Happiness Is A Butterfly,13,NFR!,0,1,0,0,0,0
Dropped a pin to my parking spot,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
"The bar was hot, it's 2 am, it feels like summer",Happiness Is A Butterfly,13,NFR!,0,0,0,1,0,0
Happiness is a butterfly,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
Try to catch it like every night,Happiness Is A Butterfly,13,NFR!,0,0,0,1,0,0
It escapes from my hands into moonlight,Happiness Is A Butterfly,13,NFR!,0,0,1,0,0,0
Every day is a lullaby,Happiness Is A Butterfly,13,NFR!,0,0,0,1,0,0
I hum it on the phone like every night,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
And sing it for my babies on the tour life,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
Ah ah,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
"If he's a serial killer, then what's the worst",Happiness Is A Butterfly,13,NFR!,1,0,1,0,0,0
That could happen to a girl who's already hurt?,Happiness Is A Butterfly,13,NFR!,1,0,0,0,0,0
I'm already hurt,Happiness Is A Butterfly,13,NFR!,1,0,0,0,0,0
"If he's as bad as they say, then I guess I'm cursed",Happiness Is A Butterfly,13,NFR!,1,0,1,0,0,0
"Looking into his eyes, I think he's already hurt",Happiness Is A Butterfly,13,NFR!,1,0,0,0,0,0
He's already hurt,Happiness Is A Butterfly,13,NFR!,1,0,0,0,0,0
"I said, ""Don't be a jerk, don't call me a taxi""",Happiness Is A Butterfly,13,NFR!,0,1,0,0,0,0
"Sitting in your sweatshirt, crying in the backseat",Happiness Is A Butterfly,13,NFR!,1,0,0,0,0,0
Ooh,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
I just wanna dance with you,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
"Hollywood and Vine, Black Rabbit in the alley",Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
I just wanna hold you tight down the avenue,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
I just wanna dance with you,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
I just wanna dance with you,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
"Baby, I just wanna dance (dance)",Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
With you (dance),Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
"Baby, I just wanna dance (dance)",Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
With you,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
"Left the canyon, drove to the club",Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
"I was one thing, now I'm being another",Happiness Is A Butterfly,13,NFR!,0,1,0,0,0,0
Go down to Sunset in the truck,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
I'll pick you up if you're in town on the corner,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
Ah ah,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
Happiness is a butterfly,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
We should catch it while dancing,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
"I lose myself in the music, baby",Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
Every day is a lullaby,Happiness Is A Butterfly,13,NFR!,0,0,0,1,0,0
Try to catch it like lightning,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
"I sing it into my music, I'm crazy",Happiness Is A Butterfly,13,NFR!,0,1,0,0,0,1
"If he's a serial killer, then what's the worst",Happiness Is A Butterfly,13,NFR!,1,0,1,0,0,0
That could happen to a girl who's already hurt?,Happiness Is A Butterfly,13,NFR!,1,0,0,0,0,0
I'm already hurt,Happiness Is A Butterfly,13,NFR!,1,0,0,0,0,0
"If he's as bad as they say, then I guess I'm cursed",Happiness Is A Butterfly,13,NFR!,1,0,1,0,0,0
"Looking into his eyes, I think he's already hurt",Happiness Is A Butterfly,13,NFR!,1,0,0,0,0,0
He's already hurt,Happiness Is A Butterfly,13,NFR!,1,0,0,0,0,0
"I said, ""don't be a jerk, don't call me a taxi""",Happiness Is A Butterfly,13,NFR!,0,1,0,0,0,0
"Sitting in your sweatshirt, crying in the backseat",Happiness Is A Butterfly,13,NFR!,1,0,0,0,0,0
Ooh,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
I just wanna dance with you,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
"Hollywood and Vine, Black Rabbit in the alley",Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,0
I just wanna hold you tight down the avenue,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
I just wanna dance with you,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
I just wanna dance with you,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
"Baby, I just wanna dance (dance)",Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
With you (dance),Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
"Baby, I just wanna dance (dance)",Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
With you,Happiness Is A Butterfly,13,NFR!,0,0,0,0,0,1
I was reading Slim Aarons and I got to thinking that I thought,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,1,0,0
Maybe I'd get less stressed if I was tested less like,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,0
All of these debutantes,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,0,0
Smiling for miles in pink dresses and high heels on white yachts,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,0,1
But I'm not,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,0,0,0,0
"Baby, I'm not",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,0,0,0,0
"No, I'm not",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,0,0,0,0
"That, I'm not",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,0,0,0,0
I've been tearing around in my fucking nightgown,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,1,0,0,0,0
24/7 Sylvia Plath,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,0,0
Writing in blood on the walls,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,0
'Cause the ink in my pen don't work in my notepad,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,0,0,0,0
"Don't ask if I'm happy, you know that I'm not",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,1,0,0,0,0
"But, at best, I can say I'm not sad",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,1,0,0
'Cause hope is a dangerous thing for a woman like me to have,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,1
Hope is a dangerous thing for a woman like me to have,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,1
I had fifteen-year dances,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,0,0
"Church basement romances, yeah, I've cried",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,0,0,0,0
Spilling my guts with the Bowery Bums,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,0,0,0,0
Is the only love I've ever known,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,0,0,0,1
"Except for the stage, which I also call home, when I'm not",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,0,0,0,0
Servin' up God in a burnt coffee pot for the triad,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,0,0
"Hello, it's the most famous woman you know on the iPad",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,0,0
"Calling from beyond the grave, I just wanna say, ""Hi, Dad""",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,0,0
I've been tearing up town in my fucking white gown,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,1,0,0,0,0
Like a goddamn near sociopath,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,1,0,0,0,0
Shaking my ass is the only thing that's,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,0,0
Got this black narcissist off my back,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,0
"She couldn't care less, and I never cared more",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,1,0,0,0,0
So there's no more to say about that,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,1,0,0,0,0
Except hope is a dangerous thing for a woman like me to have,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,1
Hope is a dangerous thing for a woman with my past,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,1,0,0,0
"There's a new revolution, a loud evolution that I saw",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,1,0
Born of confusion and quiet collusion of which mostly I've known,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,1,0
"A modern day woman with a weak constitution, 'cause I've got",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,1,0
Monsters still under my bed that I could never fight off,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,0
A gatekeeper carelessly dropping the keys on my nights off,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,0
I've been tearing around in my fucking nightgown,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,1,0,0,0,0
24/7 Sylvia Plath,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,0,0
Writing in blood on your walls,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,0
'Cause the ink in my pen don't look good in my pad,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,0,0,0,0
"They write that I'm happy, they know that I'm not",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,1,0,0,0,0,0
"But, at best, you can see I'm not sad",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,1,0,0
But hope is a dangerous thing for a woman like me to have,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,0
Hope is a dangerous thing for a woman like me to have,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,0
Hope is a dangerous thing for a woman like me to have,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,1,0,0,0
But I have it,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,1,0
"Yeah, I have it",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,1,0
"Yeah, I have it",Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,1,0
I have,Hope Is A Dangerous Thing For A Woman Like Me To Have But I have It,14,NFR!,0,0,0,0,1,0
